,Image,Accuracy,F1,Jaccard,Recall,Precision
236,p_83b683a2,0.9852957264957265,0.9878767322141805,0.9760438907558344,0.9765234408014927,0.9994971210417295
237,p_83e170ad,0.9785995620710833,0.9766350269786468,0.9543369694345288,0.9543682363951562,0.9999656716417911
238,p_84e24513,0.9743071630658436,0.9690547596966463,0.9399672473501153,0.9400072619822707,0.9999547149103821
239,p_85175926,0.9891811342592592,0.9893513604854496,0.9789271184896359,0.9792739054363127,0.9996383810983622
240,p_853ec4eb,0.9945405257017363,0.984631187130511,0.9697276247316363,0.9772771579509174,0.9920967339006641
241,p_8574915a,0.9624382716049382,0.9595906802401513,0.9223203425952083,0.9223268838201102,0.9999923106596045
242,p_8661f422,0.9685796753543667,0.9615115063603719,0.9258759362759309,0.9259034024484468,0.9999679619737755
243,p_87564383,0.990408648027112,0.9879235312550899,0.9761352642456229,0.9771707651637483,0.9989155767860238
244,p_8776f290,0.968464399005487,0.9621002293189529,0.9269683417384744,0.9269959495279413,0.9999678726471734
245,p_879cdd17,0.9930829903978052,0.9852736100463622,0.970974658588882,0.9825070622154486,0.988055781987514
246,p_87c6c465,0.9544105235823027,0.9615224188295566,0.9258961736524418,0.9543733369952861,0.9687794146468034
247,p_885e33c3,0.9811484053497942,0.9544266097115872,0.9128260326597605,0.9680753779302603,0.9411573551773189
248,p_88769426,0.9778120177469136,0.9464723449950381,0.8983839584074139,0.9849317290859034,0.9109035942223715
249,p_88d2e15b,0.9939559344000798,0.9900835233139433,0.9803617884944376,0.9807390454586882,0.9996077824224596
250,p_8910e0b6,0.997259373571102,0.9946403082353703,0.9893377627757839,0.990053249605579,0.9992700697139572
251,p_892d2a98,0.9949039780521262,0.9848119896021069,0.9700784283456216,0.9702640288397635,0.9998028500276702
252,p_8b4dec90,0.9854165235117616,0.9863196479678221,0.9730085484941042,0.9739003324514636,0.9990598005993772
253,p_8b8eed77,0.9844278692272519,0.9876038115378963,0.9755111909677686,0.9755857268190251,0.9999216870633478
254,p_8c2c818e,0.9919175425425425,0.9909681280276067,0.982097945122906,0.9823116541832758,0.9997785260556337
255,p_8d04d99a,0.989756462191358,0.9908528852319378,0.9818715930825119,0.9832192538870909,0.998605977803278
256,p_8d6a5c0d,0.9833539221741816,0.9795878579102837,0.9599923575038728,0.9639780649631541,0.9957115137586557
257,p_8df8d0d7,0.992764060356653,0.9884273859603898,0.9771195584400093,0.9773527194633201,0.9997559094867997
258,p_8e189caf,0.9928269318701417,0.9841421470143012,0.9687793859365438,0.9694691455144738,0.9992661284942291
259,p_8e36c2c5,0.9504898262459991,0.9241523030650619,0.8589991926347453,0.8610145764603381,0.9972824803131006
